id,weight,state,dist,pres_economy,dem_party,rep_party,hhold_size,current_economy,buy_guns,important_english,syrian,global_warming,abortion,age,number_children,length_community,dem_candidate,rep_candidate,feminists,liberals,conservatives,gays,muslims,christians,jews,trans,scientists,black_lives,vaccine_school,immigrant_level,vaccine_risk,marijuana,imm_harm,align_democrat,hispanics,blacks,illegal_imm,whites,vote_trump,distrust,corrupt,wrong_track,support_wall,deny_syrians,minority_adapt,imm_level_high,authority,ei,ei_lag,union,insurance,inequal,worry_finances,ur_dist,poor_economy,since_08,last_yr,next_yr,dem_economy,rep_economy,rep_id,dem_id,ind_id,male,less_hs,hs,some_ps,ps,ps_plus,race_vm,imm,military,married,divorced,widowed,single,children,born_again,poor_health,employed,unemployed,not_lf,jobless,job_insecurity,new_england,mideast,great_lakes,plains,southeast,southwest,rocky,far_west,income
300001,.827,22,6,4,0,70,4,5,3,2,7,2,2,29,1,21,15,85,50,50,70,15,15,100,50,50,70,15,2,4,4,2,4,,30,60,0,60,1,0,1,1,1,1,1,0,6,0,0,0,1,3,3,5.1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,42705
300002,1.08,5,3,,15,85,3,3,3,1,7,1,4,26,0,3,50,60,50,50,60,50,50,50,50,50,70,50,1,5,1,1,1,,30,50,0,50,1,0,1,1,1,1,1,1,2,0,0,0,1,4,1,3.3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,61961
300003,.387,28,4,4,50,50,3,4,2,1,7,1,2,23,2,1,50,70,50,50,50,70,60,50,60,50,70,30,1,3,5,1,5,0,15,30,15,60,,0,0,1,0,1,1,0,4,0,0,0,1,4,2,8.6,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18042
300004,.359,47,7,4,30,70,2,3,3,1,6,2,3,58,0,40,15,60,50,50,50,50,50,85,50,50,50,50,4,4,4,2,2,0,50,50,40,50,,0,0,1,0,1,1,0,2,0,0,,1,4,1,6.2,0,0,0,0,0,1,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,75215
300006,.647,39,6,4,70,40,4,4,1,4,4,1,4,38,3,38,30,15,70,70,70,85,85,85,85,85,85,15,4,3,2,2,3,,85,85,50,85,0,1,0,1,0,0,0,0,8,0,1,0,1,2,3,5.8,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11496
300008,3.96,36,5,1,85,15,2,4,1,1,6,1,4,58,0,11,85,50,50,85,85,85,100,100,85,85,100,100,2,3,7,3,3,1,50,50,50,50,0,0,1,0,0,1,0,0,6,0,0,1,1,5,1,8.2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,97688
300012,.962,34,6,4,0,40,2,4,3,1,7,2,3,56,0,40,15,85,40,30,40,100,70,85,100,70,60,15,4,4,3,1,2,0,100,85,40,100,1,1,1,1,1,1,1,0,6,1,0,,1,5,2,5.8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,299378
300018,.976,48,5,3,15,60,1,3,3,1,7,2,3,45,0,3,0,70,50,15,60,50,30,60,50,30,70,15,2,5,3,1,4,,85,60,0,100,,0,0,1,1,1,1,1,4,0,0,0,1,4,2,5.2,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,39165
300020,.618,28,4,2,50,50,4,3,1,3,3,1,4,30,2,3,50,60,50,50,50,50,50,50,50,50,85,50,1,3,1,3,3,,50,50,50,50,0,0,0,0,0,0,0,0,2,0,0,0,1,4,3,8.6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,71100
300026,.919,9,5,1,40,70,2,3,2,1,4,2,4,30,0,1,40,40,50,70,70,50,70,70,70,85,85,70,1,3,2,1,2,,100,100,85,100,0,0,0,0,0,0,1,0,4,0,0,1,1,5,2,5.9,0,0,0,0,0,1,,,,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,116174
300030,1.166,39,7,4,15,50,2,4,3,1,7,1,2,67,0,40,0,100,15,0,85,50,60,100,85,50,85,0,1,5,1,1,1,0,60,85,15,85,1,1,0,1,1,1,1,1,4,0,0,0,1,5,1,5.3,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,49072
300034,.335,20,3,1,85,30,1,2,1,2,2,1,4,62,0,1,70,15,85,85,40,85,70,85,70,60,70,85,1,2,1,1,2,1,70,85,50,85,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27934
300038,1.05,25,8,3,60,50,1,5,1,1,,1,2,51,0,13,0,70,15,50,50,60,50,85,70,15,70,50,1,4,4,1,2,1,50,85,0,100,,0,0,1,0,,1,0,6,,1,0,1,3,3,5.6,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,10752
300039,.808,11,1,1,70,15,4,2,1,2,1,1,4,46,2,17,85,15,70,85,30,85,60,60,85,70,100,85,1,2,1,1,1,1,85,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,6.9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,240726
300040,.242,35,1,4,30,70,1,4,1,1,6,1,4,70,0,4,40,100,100,85,100,100,100,100,100,100,100,70,2,3,1,1,1,0,70,70,15,70,1,0,0,1,1,1,1,0,8,0,0,0,1,5,3,5.8,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,57273
300041,1.76,36,11,1,70,15,4,2,1,3,1,1,4,30,2,3,85,0,100,85,30,100,100,50,100,100,100,100,1,2,1,1,1,1,100,100,85,85,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,173133
300042,1.393,53,3,2,40,60,2,2,1,1,6,1,3,67,0,40,30,40,50,40,50,50,50,85,100,50,85,70,1,3,2,2,2,,50,60,40,60,,0,0,1,0,1,1,0,8,1,0,0,1,5,2,5.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90209
300045,.859,22,6,4,15,70,1,4,3,1,6,2,2,66,0,30,0,70,50,60,85,50,40,85,50,50,50,40,6,5,5,1,3,,60,70,40,85,,0,0,1,0,1,1,1,6,0,1,0,1,3,4,5.1,1,,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,79085
300046,.538,4,5,4,40,80,1,4,1,2,7,2,4,32,0,10,5,95,40,70,60,100,40,50,90,90,90,10,1,4,1,1,4,0,50,40,15,95,1,0,0,1,1,1,1,0,2,0,1,0,0,5,5,5,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10575
300047,2.774,42,6,2,50,15,4,2,1,1,5,1,4,56,0,20,60,0,50,60,40,70,50,100,70,70,85,85,2,3,2,3,3,,40,60,15,85,0,0,0,0,0,1,0,0,4,0,0,0,1,4,3,4.6,0,0,1,0,0,0,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
300049,.521,20,4,3,40,60,1,4,3,2,5,1,4,65,0,26,15,60,40,40,70,40,60,85,85,30,60,40,1,4,2,2,2,,85,70,40,85,1,0,0,0,0,1,1,0,4,0,0,0,1,5,1,4.9,1,1,0,1,0,1,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,52262
300050,1.029,22,4,4,15,40,2,4,3,1,7,2,2,61,0,1,0,60,50,15,100,50,50,100,100,0,85,15,1,3,4,3,4,,100,100,0,100,1,0,1,1,1,1,1,0,8,0,0,0,1,3,2,7.7,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,41829
300053,.215,12,10,1,50,60,1,3,1,2,6,1,3,68,0,2,30,60,60,70,40,85,85,85,85,70,50,70,1,5,1,1,3,,85,85,0,85,,0,0,1,0,1,1,1,4,0,0,0,1,4,4,6.6,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
300056,.999,47,5,4,50,50,3,5,1,2,6,1,2,25,1,13,15,70,50,50,50,100,50,85,100,100,100,50,1,4,1,1,4,0,50,50,0,50,,0,1,1,0,1,1,0,6,0,0,0,1,5,3,4.1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,64205
300058,.976,25,9,1,85,15,2,2,1,3,1,1,4,73,0,30,85,0,100,100,0,100,85,60,100,85,100,85,1,4,1,1,1,1,100,100,100,90,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,5.6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,61951
300059,1.896,20,3,4,30,50,2,5,3,1,6,1,4,67,0,40,30,60,60,40,70,40,60,100,70,15,70,50,1,5,1,3,4,0,60,60,40,60,,1,1,1,1,1,1,1,5,0,0,0,1,5,1,4.1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,93915
300062,.945,4,7,3,70,70,4,2,1,1,4,2,3,35,2,12,40,60,70,60,40,100,100,85,100,100,70,85,1,3,1,3,1,1,50,50,30,50,,0,0,0,0,0,1,0,2,0,0,0,1,3,4,6.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,97689
300072,.23,17,3,4,0,60,4,5,2,1,7,2,2,69,2,11,0,100,0,15,100,0,60,100,70,0,60,0,7,5,5,3,1,0,60,60,60,60,1,1,1,1,1,1,1,1,4,0,1,0,1,5,4,7.2,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,62259
300082,.595,47,5,1,60,40,1,2,1,1,3,1,3,67,0,3,60,15,50,50,50,50,60,50,60,50,70,40,2,2,1,1,2,1,60,50,30,60,0,0,0,1,0,0,1,0,4,0,0,0,1,5,2,4.1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19792
300092,.57,20,4,4,15,85,3,5,2,1,7,1,3,54,0,40,0,100,40,50,40,0,0,60,60,0,30,0,1,5,2,2,2,0,60,60,0,60,1,0,1,1,0,1,1,1,8,1,1,1,1,5,3,4.9,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,88233
300093,.913,25,8,1,60,85,1,3,1,1,7,2,2,48,0,3,70,85,70,70,60,100,60,60,70,85,100,70,1,4,4,2,4,0,70,60,50,70,,0,0,1,1,1,1,0,8,0,0,0,1,3,1,5.6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,16485
300094,2.073,13,7,1,85,30,3,3,1,1,2,1,4,26,0,9,60,30,100,85,40,100,100,100,100,100,60,100,3,1,4,1,1,1,100,100,100,60,0,1,1,0,0,0,0,0,2,0,0,0,1,2,1,3.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,87530
300098,1.163,5,3,4,40,80,2,4,3,1,7,1,2,,0,12,0,85,30,15,85,30,15,100,50,0,,0,1,5,2,2,2,0,,,,,,0,1,1,1,1,1,1,8,0,1,,1,4,2,3.3,1,1,1,,0,1,0,0,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,
300099,.234,55,5,4,15,70,2,4,3,1,7,2,2,25,1,2,15,60,40,30,60,50,50,85,50,50,60,40,1,5,1,3,2,0,70,70,60,70,1,0,1,1,0,1,1,1,4,0,0,0,1,5,3,3.4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26355
300100,.756,11,1,1,100,0,1,2,1,1,7,1,4,46,0,21,100,0,85,100,85,100,100,85,100,100,100,100,1,1,1,2,2,1,85,85,0,85,0,0,1,0,0,1,0,0,6,,0,0,1,5,5,6.9,0,0,0,,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,72061
300103,.761,36,11,4,0,100,1,5,3,1,7,2,3,59,0,23,0,100,50,0,100,50,0,100,100,50,100,0,1,5,1,3,3,0,60,85,0,100,1,1,1,1,1,1,1,1,8,0,1,1,0,5,1,5.6,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,45210
300106,.939,20,1,4,0,60,6,5,2,1,7,1,2,39,3,10,0,60,10,5,60,90,80,80,80,80,90,2,4,4,1,1,3,0,80,80,15,80,1,1,1,1,1,1,1,0,0,0,0,,1,5,5,4.6,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,48125
300107,1.279,17,13,2,60,30,4,2,1,3,1,1,4,52,2,30,85,0,85,70,40,70,70,70,70,70,70,70,1,1,1,1,1,1,70,70,60,70,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,5.7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,174727
300109,.234,48,7,1,60,60,4,3,1,1,2,1,2,29,2,10,30,15,70,50,85,85,50,100,70,85,70,50,1,3,4,3,1,0,100,50,100,85,,0,,0,0,0,1,0,6,0,0,0,0,4,4,4.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,43872
300111,.51,37,1,4,30,85,3,5,3,1,7,2,3,46,2,22,0,70,40,40,40,30,50,100,50,40,70,15,2,5,2,3,1,,85,40,0,70,1,1,1,1,1,1,1,1,8,1,0,0,1,5,4,7.4,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,62566
300121,.292,13,7,1,85,40,1,3,1,1,7,1,2,61,0,23,75,35,50,75,50,50,40,60,50,50,80,30,1,5,2,1,2,1,40,50,30,50,0,0,0,0,1,1,1,1,6,0,0,0,1,5,2,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,96046
300124,.477,55,5,4,30,70,3,3,3,1,6,1,2,55,1,32,0,85,70,40,70,70,70,85,70,70,85,15,1,3,1,3,3,0,70,70,15,70,1,0,0,1,1,1,1,0,4,,0,0,1,4,2,3.4,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,164337
300131,.618,47,2,1,70,15,3,1,1,2,4,1,4,35,1,35,85,0,85,70,30,50,50,50,50,50,85,50,1,3,2,1,2,1,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,244440
300135,1.674,47,2,1,70,60,2,2,1,1,5,1,4,24,0,2,60,40,60,70,70,100,70,70,70,100,70,40,1,3,1,1,1,1,85,85,30,85,,0,0,0,1,1,0,0,2,0,0,,0,5,2,4.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45753
300136,.404,48,15,4,,,1,2,3,1,7,1,2,85,0,40,85,60,100,60,15,40,50,85,30,50,15,50,2,3,4,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,1,3,2,6.2,0,0,0,0,0,0,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,18107
300137,.34,9,1,1,85,15,1,3,1,1,3,1,3,61,0,9,85,0,50,50,50,50,,40,,,70,,1,5,1,1,1,1,85,50,60,50,0,0,0,1,0,0,0,1,8,0,0,0,1,5,3,6.1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
300140,.614,25,8,1,70,15,1,3,1,1,1,1,3,52,0,12,70,15,85,70,60,50,70,70,50,70,70,70,2,3,2,2,1,1,85,85,70,85,0,0,0,0,0,0,0,0,4,0,0,1,1,5,3,5.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,71919
300142,1.014,17,3,2,30,70,2,3,1,1,7,1,4,56,0,40,40,60,50,50,60,50,20,50,50,50,60,50,1,3,1,3,4,0,50,40,30,85,,0,0,1,1,1,1,0,2,1,0,1,1,4,5,7.2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,45412
300144,1.263,28,4,2,85,40,2,4,1,1,7,1,2,76,0,40,100,50,50,50,50,50,50,100,70,50,70,75,1,3,2,2,4,1,50,70,50,70,0,0,1,1,0,1,1,0,8,,1,0,1,4,2,8.6,1,0,0,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,21395
300146,.626,42,17,4,50,50,1,5,3,2,4,1,1,31,0,1,50,60,50,50,50,50,50,50,50,50,60,50,2,3,4,3,3,0,50,50,50,50,1,0,0,1,0,0,0,0,8,0,0,0,1,5,1,6.1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,60906
300148,.675,35,1,4,30,50,5,4,1,1,3,1,2,19,3,4,15,30,60,50,70,50,100,100,100,30,85,60,1,3,1,2,1,0,85,85,60,85,1,0,0,1,0,0,1,0,1,0,0,0,1,4,1,5.8,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,195152
300152,5.128,25,5,1,85,30,3,2,1,3,1,1,4,57,2,1,85,15,85,85,40,100,85,70,85,100,85,85,1,3,1,1,1,1,85,100,85,85,,0,0,0,0,0,0,0,4,0,0,0,1,5,1,3.9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,181251
300153,1.656,47,5,2,40,40,3,4,3,1,7,2,2,27,0,24,15,50,50,50,50,50,50,85,50,50,85,60,1,3,1,3,3,,50,50,40,85,,0,0,1,0,1,1,0,6,0,0,0,1,5,2,4.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,34479
300154,.516,28,4,1,60,40,2,4,1,1,7,1,2,32,1,1,40,60,85,50,85,70,50,60,40,40,100,30,1,5,3,1,4,0,40,40,15,50,,0,0,0,0,1,1,1,4,0,0,0,1,4,3,8.6,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10857
300155,.374,47,2,1,70,30,1,2,1,3,2,1,4,45,0,9,70,10,85,80,60,80,80,60,100,85,100,85,1,2,1,1,1,1,85,75,75,85,,0,0,0,0,0,1,0,2,0,0,0,1,5,3,4.6,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,42622
300161,.413,6,22,3,60,50,3,3,1,3,4,1,2,50,2,20,85,0,50,50,50,50,40,50,50,50,50,50,4,3,4,1,1,,50,40,50,50,0,0,1,1,0,0,0,0,8,0,0,0,1,4,3,8.1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,24964
300165,.505,47,3,1,85,15,1,2,1,1,7,1,4,68,0,30,70,30,60,70,60,0,50,70,50,0,100,60,1,5,1,2,3,0,50,70,60,60,0,0,0,1,0,1,1,1,8,0,0,1,1,5,3,5.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,68349
300168,1.486,24,8,1,70,15,2,4,3,2,2,1,3,60,0,6,85,0,70,40,30,50,50,70,70,,85,30,4,3,2,1,1,1,85,85,50,85,0,0,0,0,0,0,1,0,2,0,1,0,1,5,4,4.6,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,77325
300169,.223,6,51,2,70,40,3,3,1,1,2,1,4,36,2,1,70,0,100,100,30,100,100,50,100,100,100,100,1,2,1,1,1,1,100,85,100,85,0,0,0,1,0,0,0,0,4,0,0,0,1,5,2,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11616
300170,1.032,6,51,1,85,30,5,2,1,1,2,1,2,27,3,1,85,0,85,85,85,85,85,85,85,85,85,85,2,2,5,2,1,1,100,85,100,70,0,0,0,1,0,0,0,0,4,1,0,0,1,5,3,11,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,13944
300171,.513,6,22,1,50,85,5,4,3,3,7,1,1,,2,17,85,30,70,70,85,50,50,100,30,50,50,50,1,3,4,2,1,0,50,40,30,50,,0,0,1,0,1,1,0,8,0,0,0,1,4,4,8.1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,36294
300172,.311,45,6,4,30,60,4,4,3,1,7,1,4,46,1,8,15,85,30,30,85,70,50,100,50,70,50,85,1,5,1,1,3,0,50,50,0,50,1,0,0,1,1,1,1,1,8,0,1,0,1,3,5,9.3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,108771
300175,.571,18,7,2,30,15,5,4,1,2,1,1,4,35,4,10,50,40,85,60,85,85,85,70,85,100,70,70,5,3,4,1,4,,85,90,60,65,0,0,0,0,0,0,1,0,2,0,0,0,0,5,3,6.4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,51969
300176,1.322,20,1,4,50,50,6,5,3,1,4,1,2,44,3,14,30,60,40,50,50,50,50,60,50,50,50,50,5,4,3,1,4,,50,50,60,50,,0,0,1,0,0,1,0,4,0,0,0,0,4,3,4.6,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25490
300177,1.03,11,1,4,100,0,2,3,1,1,7,1,2,78,0,40,100,0,30,0,,70,70,998,,70,85,85,7,3,4,3,5,1,100,100,50,80,0,0,0,1,0,1,1,0,8,0,0,0,1,2,2,6.9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,13972
300181,1.904,18,7,2,70,50,2,5,3,1,4,1,4,55,0,3,50,0,40,60,60,30,70,70,70,15,70,60,2,3,4,1,2,1,70,70,50,70,0,0,1,1,0,0,1,0,8,1,1,1,1,5,1,6.4,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,33046
300182,.311,6,28,4,85,0,1,4,1,1,7,2,3,69,0,40,85,0,80,,60,100,30,50,100,100,100,100,1,1,6,1,1,,50,80,80,80,0,0,0,1,0,1,0,0,8,0,0,0,1,5,2,7.3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,36408
300184,.392,34,6,2,40,30,1,2,1,2,6,1,4,55,0,1,50,15,60,60,30,85,70,60,70,70,85,85,1,4,2,1,1,,85,85,70,85,0,0,0,1,0,1,1,0,0,0,0,0,1,5,3,5.8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,164638
300186,.596,17,12,2,60,30,2,4,1,3,4,1,3,68,0,33,30,0,60,70,50,85,60,100,85,85,85,70,1,3,1,1,1,,85,85,60,85,0,0,0,1,0,0,1,0,4,1,0,0,1,5,2,6.8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,35196
300187,1.248,42,17,4,15,15,5,5,1,1,7,1,2,42,3,10,15,60,40,60,60,85,70,85,85,85,70,40,1,5,1,1,2,,85,85,40,85,1,1,1,1,0,1,1,1,4,1,0,1,1,5,2,6.1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,134157
